OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Name of geographic unit,"# Renter-occupied housing units, 2019","# Renter-occupied housing units, 2019 (MOE)","# Gross rent less than $500, 2019","# Gross rent less than $500, 2019 (MOE)","% Gross rent less than $500, 2019","% Gross rent less than $500, 2019 (MOE)","# Gross rent $500 to $999, 2019","# Gross rent $500 to $999, 2019 (MOE)","% Gross rent $500 to $999, 2019","% Gross rent $500 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 to $2,499, 2019","# Gross rent $2,000 to $2,499, 2019 (MOE)","% Gross rent $2,000 to $2,499, 2019","% Gross rent $2,000 to $2,499, 2019 (MOE)","# Gross rent $2,500 to $2,999, 2019","# Gross rent $2,500 to $2,999, 2019 (MOE)","% Gross rent $2,500 to $2,999, 2019","% Gross rent $2,500 to $2,999, 2019 (MOE)","# Gross rent $3,000 or more, 2019","# Gross rent $3,000 or more, 2019 (MOE)","% Gross rent $3,000 or more, 2019","% Gross rent $3,000 or more, 2019 (MOE)","# Gross rent less than $200, 2019","# Gross rent less than $200, 2019 (MOE)","% Gross rent less than $200, 2019","% Gross rent less than $200, 2019 (MOE)","# Gross rent $200 to $499, 2019","# Gross rent $200 to $499, 2019 (MOE)","% Gross rent $200 to $499, 2019","% Gross rent $200 to $499, 2019 (MOE)","# Gross rent $500 to $749, 2019","# Gross rent $500 to $749, 2019 (MOE)","% Gross rent $500 to $749, 2019","% Gross rent $500 to $749, 2019 (MOE)","# Gross rent $750 to $999, 2019","# Gross rent $750 to $999, 2019 (MOE)","% Gross rent $750 to $999, 2019","% Gross rent $750 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 or more, 2019","# Gross rent $2,000 or more, 2019 (MOE)","% Gross rent $2,000 or more, 2019","% Gross rent $2,000 or more, 2019 (MOE)","# Gross rent less than $750, 2019","# Gross rent less than $750, 2019 (MOE)","% Gross rent less than $750, 2019","% Gross rent less than $750, 2019 (MOE)","# Gross rent $1,000 or more, 2019","# Gross rent $1,000 or more, 2019 (MOE)","% Gross rent $1,000 or more, 2019","% Gross rent $1,000 or more, 2019 (MOE)",Shape__Area,Shape__Length
240,Atlanta Regional Commission,Yes,30311,3327,ZCTA,ZCTA5 30311,8926,488,1623,359,18.7,4,4902,599,56.5,6.1,1576,294,18.2,3.2,469,142,5.4,1.6,99,124,1.1,1.4,0,28,0,0.3,0,40,0,0.5,120,68,1.4,0.8,1503,352,17.3,3.9,1662,374,19.2,4.2,3240,468,37.4,4.9,1576,294,18.2,3.2,469,142,5.4,1.6,99,133,1.1,1.5,3285,518,37.9,5.6,2144,349,24.7,3.8,347477144.555176,104340.939423374
241,ARC / GM,Yes,30005,3151,ZCTA,ZCTA5 30005,4381,379,13,82,0.3,1.9,166,145,3.9,3.4,2059,357,48.1,7.1,1405,257,32.8,5.2,384,160,9,3.6,153,85,3.6,2,105,82,2.5,1.9,0,48,0,1.1,13,66,0.3,1.5,0,63,0,1.5,166,131,3.9,3,2059,357,48.1,7.1,1405,257,32.8,5.2,642,199,15,4.4,13,103,0.3,2.4,3848,468,89.8,7.4,414406504.226807,156680.295913915
242,Northwest Georgia,No,30536,3429,ZCTA,ZCTA5 30536,829,214,32,62,4.3,8.3,537,181,72.5,13.3,112,64,15.1,7.4,60,90,8.1,11.9,0,19,0,2.6,0,19,0,2.6,0,27,0,3.6,0,33,0,4.4,32,53,4.3,7,302,150,40.8,16.6,235,102,31.7,10.4,112,64,15.1,7.4,60,90,8.1,11.9,0,38,0,5.1,334,162,45.1,17.7,172,112,23.2,13.6,4303523184.96924,422099.947872412
243,Atlanta Regional Commission,Yes,30312,3328,ZCTA,ZCTA5 30312,8121,460,1512,295,18.8,3.5,1453,286,18.1,3.4,2676,376,33.3,4.3,1701,282,21.2,3.3,587,175,7.3,2.1,82,51,1,0.6,16,20,0.2,0.2,375,137,4.7,1.7,1137,262,14.2,3.2,540,165,6.7,2,913,233,11.4,2.8,2676,376,33.3,4.3,1701,282,21.2,3.3,685,183,8.5,2.2,2052,338,25.6,4,4964,501,61.8,5.1,93481186.3991699,85510.7926354147
244,Atlanta Regional Commission,Yes,30008,3152,ZCTA,ZCTA5 30008,5220,503,102,113,2,2.2,2298,433,44.5,7.1,2228,433,43.1,7.2,449,171,8.7,3.2,31,36,0.6,0.7,61,76,1.2,1.5,0,40,0,0.8,15,46,0.3,0.9,87,104,1.7,2,610,225,11.8,4.2,1688,370,32.7,6.4,2228,433,43.1,7.2,449,171,8.7,3.2,92,93,1.8,1.8,712,252,13.8,4.7,2708,467,52.4,7.4,263876943.656738,144461.199745668
245,Southwest Georgia,No,39897,3883,ZCTA,ZCTA5 39897,281,104,16,36,6.4,14.3,213,103,85.5,22.4,20,26,8,10.1,0,13,0,5.2,0,13,0,5.2,0,13,0,5.2,0,18,0,7.4,0,23,0,9,16,28,6.4,11.1,96,53,38.6,14.6,117,88,47,29.7,20,26,8,10.1,0,13,0,5.2,0,26,0,10.4,112,64,45,18.4,20,32,8,12.5,3988804894.77069,398555.739855017
246,Georgia Mountains,No,30537,3430,ZCTA,ZCTA5 30537,100,53,17,39,18.9,41.8,71,54,78.9,39.6,2,13,2.2,14.8,0,13,0,14.4,0,13,0,14.4,0,13,0,14.4,0,18,0,20.4,0,23,0,25,17,32,18.9,33.5,18,26,20,26.2,53,47,58.9,40.5,2,13,2.2,14.8,0,13,0,14.4,0,26,0,28.9,35,47,38.9,46.8,2,23,2.2,25.2,565850578.34082,222243.555274174
247,Atlanta Regional Commission,Yes,30313,3329,ZCTA,ZCTA5 30313,1407,213,189,93,13.5,6.3,421,133,30.1,8.3,444,118,31.7,6.9,286,96,20.4,6.1,34,28,2.4,2,26,29,1.9,2.1,0,30,0,2.1,67,64,4.8,4.5,122,67,8.7,4.6,143,75,10.2,5.1,278,110,19.9,7.2,444,118,31.7,6.9,286,96,20.4,6.1,60,50,4.3,3.5,332,119,23.7,7.7,764,155,54.6,7.2,30929164.0061035,45836.6777055973
248,Atlanta Regional Commission,Yes,30009,3153,ZCTA,ZCTA5 30009,2621,379,37,68,1.5,2.7,122,86,4.8,3.3,1061,237,41.7,6.9,710,210,27.9,7.1,284,129,11.2,4.8,101,61,4,2.3,229,143,9,5.5,0,36,0,1.4,37,58,1.5,2.3,25,57,1,2.2,97,64,3.8,2.5,1061,237,41.7,6.9,710,210,27.9,7.1,614,202,24.1,7.1,62,89,2.4,3.5,2055,342,80.8,6,269649815.654785,169538.910574973
249,Georgia Mountains,No,30538,3431,ZCTA,ZCTA5 30538,250,112,0,39,0,15.6,246,122,98.4,21.4,4,15,1.6,6.1,0,13,0,5.2,0,13,0,5.2,0,13,0,5.2,0,18,0,7.4,0,23,0,9,0,32,0,12.7,90,84,36,29.6,156,89,62.4,21.9,4,15,1.6,6.1,0,13,0,5.2,0,26,0,10.4,90,93,36,33.5,4,24,1.6,9.5,716994963.542969,184188.171161021
250,Atlanta Regional Commission,Yes,30314,3330,ZCTA,ZCTA5 30314,5278,359,598,158,11.8,3,2591,322,51.1,5.3,1576,206,31.1,3.5,302,107,6,2.1,6,9,0.1,0.2,0,25,0,0.5,0,35,0,0.7,127,73,2.5,1.4,471,140,9.3,2.7,1030,214,20.3,4,1561,241,30.8,4.3,1576,206,31.1,3.5,302,107,6,2.1,6,44,0.1,0.9,1628,266,32.1,4.8,1884,232,37.1,3.8,129069796.625732,75600.3273355317
251,ARC / NE,Yes,30011,3154,ZCTA,ZCTA5 30011,1020,195,34,65,3.5,6.6,341,103,35,7.9,302,102,31,8.3,187,122,19.2,11.9,61,78,6.3,7.9,49,79,5,8,0,30,0,3,0,36,0,3.7,34,54,3.5,5.5,162,63,16.6,5.6,179,81,18.4,7.5,302,102,31,8.3,187,122,19.2,11.9,110,115,11.3,11.6,196,91,20.1,8.4,550,177,56.5,14.1,746646852.038574,197136.342334972
252,Northwest Georgia,No,30540,3432,ZCTA,ZCTA5 30540,2131,377,342,112,18.9,4.8,968,278,53.4,10.5,410,163,22.6,7.6,41,45,2.3,2.4,32,60,1.8,3.3,15,30,0.8,1.6,4,22,0.2,1.2,81,70,4.5,3.8,261,87,14.4,3.8,528,214,29.1,10.1,440,177,24.3,8.3,410,163,22.6,7.6,41,45,2.3,2.4,51,71,2.8,3.8,870,242,48,8.8,483,179,26.7,8.2,5598138818.51611,421350.224449525
253,Atlanta Regional Commission,Yes,30315,3331,ZCTA,ZCTA5 30315,8271,426,1561,252,19.3,2.9,3891,408,48.2,4.3,2147,343,26.6,4,375,138,4.6,1.7,89,68,1.1,0.8,8,10,0.1,0.1,0,40,0,0.5,364,132,4.5,1.6,1197,215,14.8,2.5,1443,260,17.9,3.1,2448,314,30.3,3.5,2147,343,26.6,4,375,138,4.6,1.7,97,79,1.2,1,3004,362,37.2,4,2611,376,32.4,4.3,315887447.363525,107246.5347089
254,ARC / NE,Yes,30012,3155,ZCTA,ZCTA5 30012,4479,426,261,158,5.8,3.5,2387,432,53.5,8.2,1507,313,33.8,6.2,162,80,3.6,1.8,134,125,3,2.8,14,22,0.3,0.5,0,35,0,0.8,0,43,0,1,261,152,5.8,3.4,788,206,17.6,4.3,1599,380,35.8,7.8,1507,313,33.8,6.2,162,80,3.6,1.8,148,132,3.3,2.9,1049,260,23.5,5.4,1803,346,40.4,6.7,1222250953.39429,196759.195324721
255,Northwest Georgia,No,30541,3433,ZCTA,ZCTA5 30541,95,60,0,39,0,150,13,40,50,143.1,13,26,50,78.1,0,13,0,50,0,13,0,50,0,13,0,50,0,18,0,70.7,0,23,0,86.6,0,32,0,122.5,0,29,0,111.8,13,28,50,89.3,13,26,50,78.1,0,13,0,50,0,26,0,100,0,49,0,187.1,13,31,50,105.4,1960998331.16748,354967.906315138
256,Atlanta Regional Commission,Yes,30316,3332,ZCTA,ZCTA5 30316,4966,408,386,195,7.9,3.9,1291,303,26.4,5.8,1984,354,40.6,6.4,907,202,18.5,3.8,283,107,5.8,2.1,33,31,0.7,0.6,8,31,0.2,0.6,12,44,0.2,0.9,374,190,7.6,3.8,324,151,6.6,3,967,262,19.8,5.1,1984,354,40.6,6.4,907,202,18.5,3.8,324,116,6.6,2.3,710,247,14.5,4.9,3174,422,64.9,6.7,350392932.707764,115359.871200217
257,ARC / NE,Yes,30013,3156,ZCTA,ZCTA5 30013,3549,452,0,75,0,2.2,1231,284,35.6,6.8,1900,345,55,6.8,149,94,4.3,2.7,146,136,4.2,3.9,28,44,0.8,1.3,0,35,0,1,0,43,0,1.3,0,61,0,1.8,125,90,3.6,2.6,1106,270,32,6.6,1900,345,55,6.8,149,94,4.3,2.7,174,147,5,4.2,125,117,3.6,3.4,2195,382,63.5,7.2,802295447.042969,213271.338068444
258,Georgia Mountains,Yes,30542,3434,ZCTA,ZCTA5 30542,2523,318,61,82,2.6,3.5,706,181,30.1,6.7,1207,211,51.5,6.1,260,104,11.1,4.2,65,48,2.8,2,34,40,1.5,1.7,11,33,0.5,1.4,9,42,0.4,1.8,52,70,2.2,3,247,118,10.5,4.8,459,138,19.6,5.3,1207,211,51.5,6.1,260,104,11.1,4.2,110,71,4.7,2.9,308,143,13.1,5.9,1532,240,65.4,5.9,1390047717.3064,251589.850436421
259,Atlanta Regional Commission,Yes,30317,3333,ZCTA,ZCTA5 30317,1808,233,248,124,14.1,6.8,556,156,31.7,7.9,647,197,36.8,10.2,228,80,13,4.2,58,34,3.3,1.9,13,19,0.7,1.1,6,23,0.3,1.3,92,71,5.2,4,156,101,8.9,5.6,217,112,12.4,6.2,339,108,19.3,5.6,647,197,36.8,10.2,228,80,13,4.2,77,45,4.4,2.5,465,167,26.5,8.9,933,216,53.1,10.2,98764602.6794434,76246.3637387412
260,Northeast Georgia,Partial,30014,3157,ZCTA,ZCTA5 30014,5335,545,483,243,9.2,4.5,3075,545,58.6,8.4,1492,333,28.5,5.6,166,100,3.2,1.9,0,28,0,0.5,14,23,0.3,0.4,14,38,0.3,0.7,109,129,2.1,2.5,374,205,7.1,3.8,867,308,16.5,5.6,2208,450,42.1,7.3,1492,333,28.5,5.6,166,100,3.2,1.9,28,52,0.5,1,1350,392,25.7,7,1658,349,31.6,5.8,3383661238.78467,601753.814916216
261,GM / NE,Partial,30543,3435,ZCTA,ZCTA5 30543,165,83,3,35,2.8,31.8,25,38,22.9,31.9,74,59,67.9,37,7,12,6.4,10.3,0,13,0,11.9,0,13,0,11.9,0,18,0,16.9,0,23,0,20.7,3,26,2.8,24.2,10,31,9.2,28,15,21,13.8,17.9,74,59,67.9,37,7,12,6.4,10.3,0,26,0,23.9,13,47,11.9,42.2,81,62,74.3,36.3,1056780919.99243,293395.963860013
262,Atlanta Regional Commission,Yes,30318,3334,ZCTA,ZCTA5 30318,14244,730,1401,305,10.1,2.1,3827,548,27.6,3.7,5042,550,36.4,3.5,2760,424,19.9,2.9,488,163,3.5,1.2,244,126,1.8,0.9,107,82,0.8,0.6,197,127,1.4,0.9,1204,277,8.7,1.9,1097,270,7.9,1.9,2730,477,19.7,3.3,5042,550,36.4,3.5,2760,424,19.9,2.9,839,222,6,1.6,2498,407,18,2.8,8290,714,59.8,4,573534229.339355,184437.628600206
263,Northeast Georgia,Yes,30016,3158,ZCTA,ZCTA5 30016,5556,732,112,137,2.1,2.5,1546,454,28.8,7.5,2995,637,55.7,9.1,687,296,12.8,5.2,35,53,0.7,1,0,31,0,0.6,0,44,0,0.8,0,54,0,1,112,126,2.1,2.3,612,291,11.4,5.2,934,348,17.4,6,2995,637,55.7,9.1,687,296,12.8,5.2,35,75,0.7,1.4,724,322,13.5,5.7,3717,704,69.2,9.1,2586246548.72534,331364.187976191
264,Georgia Mountains,No,30545,3436,ZCTA,ZCTA5 30545,114,43,30,32,29.4,29.3,56,40,54.9,32.8,16,11,15.7,9.3,0,13,0,12.7,0,13,0,12.7,0,13,0,12.7,0,18,0,18,6,20,5.9,19.1,24,25,23.5,23.1,30,27,29.4,24.3,26,29,25.5,26.8,16,11,15.7,9.3,0,13,0,12.7,0,26,0,25.5,60,42,58.8,34.4,16,22,15.7,20.3,1107284241.44727,205948.776800699
265,Atlanta Regional Commission,Yes,30319,3335,ZCTA,ZCTA5 30319,9066,616,367,161,4.1,1.8,550,166,6.2,1.8,3509,408,39.4,3.7,2921,317,32.8,2.8,915,200,10.3,2.1,180,88,2,1,468,150,5.3,1.7,94,82,1.1,0.9,273,138,3.1,1.5,127,103,1.4,1.2,423,131,4.7,1.4,3509,408,39.4,3.7,2921,317,32.8,2.8,1563,265,17.5,2.7,494,191,5.5,2.1,7345,554,82.4,2.7,292724368.942627,113654.051197604
266,Atlanta Regional Commission,Yes,30017,3159,ZCTA,ZCTA5 30017,778,264,0,75,0,10.3,11,69,1.5,9.4,528,253,72.4,22.3,126,117,17.3,14.7,64,52,8.8,6.4,0,25,0,3.4,0,35,0,4.8,0,43,0,5.9,0,61,0,8.4,0,56,0,7.7,11,40,1.5,5.5,528,253,72.4,22.3,126,117,17.3,14.7,64,68,8.8,8.7,0,94,0,12.8,718,283,98.5,14.4,339228100.791016,125587.744186744
267,Georgia Mountains,No,30546,3437,ZCTA,ZCTA5 30546,640,150,55,51,10.5,9.3,342,116,65,15.5,91,58,17.3,10.2,35,23,6.7,4.1,0,19,0,3.6,0,19,0,3.6,3,20,0.6,3.7,3,28,0.6,5.2,52,42,9.9,7.7,228,101,43.3,16.1,114,57,21.7,9.6,91,58,17.3,10.2,35,23,6.7,4.1,3,33,0.6,6.3,283,113,53.8,17.1,126,65,24,11,3909785234.78955,312535.984976522
268,ARC / NE,Yes,30019,3160,ZCTA,ZCTA5 30019,2223,442,35,98,1.6,4.5,250,193,11.6,8.6,417,235,19.3,10.2,1106,329,51.2,11.2,281,202,13,9,72,72,3.3,3.3,0,40,0,1.8,0,48,0,2.2,35,85,1.6,3.9,0,63,0,2.9,250,182,11.6,8.1,417,235,19.3,10.2,1106,329,51.2,11.2,353,218,16.3,9.5,35,116,1.6,5.4,1804,452,83.5,12.4,1297735795.74683,274925.095891025
269,Georgia Mountains,No,30547,3438,ZCTA,ZCTA5 30547,245,71,32,37,14.7,16.6,143,63,65.9,20.9,42,28,19.4,11.3,0,13,0,6,0,13,0,6,0,13,0,6,0,18,0,8.5,11,21,5.1,9.8,21,30,9.7,13.7,94,48,43.3,17.8,49,40,22.6,17.3,42,28,19.4,11.3,0,13,0,6,0,26,0,12,126,61,58.1,21.8,42,33,19.4,14.2,1467300912.13647,270546.064572248
270,Atlanta Regional Commission,Yes,30021,3161,ZCTA,ZCTA5 30021,5435,316,98,80,1.8,1.5,2987,429,55.2,7.2,2188,300,40.4,5,101,59,1.9,1.1,36,46,0.7,0.8,0,25,0,0.5,0,35,0,0.7,21,35,0.4,0.6,77,72,1.4,1.3,537,173,9.9,3.1,2450,392,45.3,6.8,2188,300,40.4,5,101,59,1.9,1.1,36,63,0.7,1.2,635,190,11.7,3.5,2325,309,43,5.1,99016881.4953613,67145.7366736896
271,ARC / GM / NE,Partial,30548,3439,ZCTA,ZCTA5 30548,670,159,22,69,3.6,11.3,279,119,46,15.8,134,70,22.1,10,143,95,23.6,14.5,29,50,4.8,8.1,0,21,0,3.5,0,30,0,4.9,22,46,3.6,7.5,0,51,0,8.5,139,86,22.9,13,140,83,23.1,12.3,134,70,22.1,10,143,95,23.6,14.5,29,62,4.8,10.1,161,110,26.5,16.9,306,128,50.4,16.8,1087094977.24194,361809.500530581
272,Atlanta Regional Commission,Yes,30022,3162,ZCTA,ZCTA5 30022,6669,499,103,123,1.6,1.9,155,97,2.4,1.5,2942,443,46.1,6,2413,384,37.8,5.3,443,177,6.9,2.7,71,64,1.1,1,257,138,4,2.1,0,54,0,0.8,103,111,1.6,1.7,13,66,0.2,1,142,71,2.2,1.1,2942,443,46.1,6,2413,384,37.8,5.3,771,233,12.1,3.5,116,140,1.8,2.2,5798,612,90.8,6.7,718569877.452881,218121.04055031
273,Northeast Georgia,No,30549,3440,ZCTA,ZCTA5 30549,2002,355,256,161,14.4,8.6,860,273,48.3,12.5,458,180,25.7,9,158,101,8.9,5.4,25,31,1.4,1.7,0,25,0,1.4,22,28,1.2,1.6,0,43,0,2.4,256,155,14.4,8.3,565,221,31.8,11,295,160,16.6,8.4,458,180,25.7,9,158,101,8.9,5.4,47,49,2.6,2.7,821,273,46.1,12.9,641,209,36,9.8,3080405280.77124,426888.575500353
274,ARC / GM,Yes,30024,3163,ZCTA,ZCTA5 30024,3641,388,15,91,0.4,2.5,191,132,5.3,3.6,1245,243,34.6,5.6,1137,272,31.6,6.7,749,229,20.8,5.9,144,103,4,2.8,117,73,3.3,2,15,50,0.4,1.4,0,76,0,2.1,19,59,0.5,1.6,172,118,4.8,3.2,1245,243,34.6,5.6,1137,272,31.6,6.7,1010,262,28.1,6.6,34,109,0.9,3,3131,430,87,7.3,1206766183.09058,331939.637523019
275,Georgia Mountains,No,30552,3441,ZCTA,ZCTA5 30552,159,74,0,39,0,37.1,31,41,29.5,34.9,74,57,70.5,32.4,0,13,0,12.4,0,13,0,12.4,0,13,0,12.4,0,18,0,17.5,0,23,0,21.4,0,32,0,30.3,3,27,2.9,25.4,28,31,26.7,25.2,74,57,70.5,32.4,0,13,0,12.4,0,26,0,24.8,3,47,2.9,45,74,59,70.5,36.9,1574252948.36133,297352.654232308
276,Northeast Georgia,Yes,30025,3164,ZCTA,ZCTA5 30025,673,195,13,56,2,8.8,328,163,51.7,20.3,286,158,45,20.8,0,19,0,3,8,13,1.3,2,0,19,0,3,0,27,0,4.2,0,33,0,5.2,13,45,2,7.1,150,123,23.6,18,178,107,28,14.5,286,158,45,20.8,0,19,0,3,8,35,1.3,5.6,163,135,25.7,19.8,294,160,46.3,20.9,1913605947.86938,255570.68820997
277,Georgia Mountains,No,30553,3442,ZCTA,ZCTA5 30553,1073,171,201,82,19.8,7.4,764,185,75.3,13.3,44,51,4.3,5,0,19,0,1.9,5,8,0.5,0.8,0,19,0,1.9,0,27,0,2.6,6,28,0.6,2.8,195,77,19.2,6.8,438,140,43.2,11.8,326,122,32.1,10.7,44,51,4.3,5,0,19,0,1.9,5,34,0.5,3.3,639,162,63,12.1,49,55,4.8,5.4,1798041788.03687,339981.821172451
278,ARC / GM,Yes,30028,3165,ZCTA,ZCTA5 30028,1139,223,16,69,1.6,6.9,341,140,34.3,12.1,381,117,38.3,8.6,112,82,11.3,7.9,122,57,12.3,5.1,0,25,0,2.5,22,35,2.2,3.5,0,43,0,4.4,16,54,1.6,5.4,116,80,11.7,7.7,225,115,22.6,10.5,381,117,38.3,8.6,112,82,11.3,7.9,144,71,14.5,6.5,132,106,13.3,10.3,615,154,61.9,8.4,1448983842.24609,284920.520647876
279,Georgia Mountains,Partial,30554,3443,ZCTA,ZCTA5 30554,627,119,30,59,6.1,11.9,309,102,63.1,15.9,134,53,27.3,9.1,6,9,1.2,1.8,11,18,2.2,3.6,0,19,0,3.9,0,27,0,5.5,0,33,0,6.7,30,48,6.1,9.8,148,75,30.2,13.8,161,69,32.9,12.3,134,53,27.3,9.1,6,9,1.2,1.8,11,38,2.2,7.6,178,95,36.3,17.8,151,57,30.8,9.5,2062397198.20532,376122.033279799
280,Atlanta Regional Commission,Yes,30030,3166,ZCTA,ZCTA5 30030,4676,396,827,263,18.7,5.7,1090,246,24.7,5,1276,217,28.9,4.1,636,211,14.4,4.6,286,141,6.5,3.1,68,52,1.5,1.2,235,134,5.3,3,196,118,4.4,2.6,631,235,14.3,5.1,208,97,4.7,2.2,882,225,20,4.7,1276,217,28.9,4.1,636,211,14.4,4.6,589,201,13.3,4.4,1035,280,23.4,5.9,2198,334,49.8,5.9,181975632.589355,81083.1838933238
281,Northwest Georgia,No,30555,3444,ZCTA,ZCTA5 30555,238,75,88,49,49.4,22.1,82,49,46.1,22.8,5,16,2.8,8.8,0,13,0,7.3,3,5,1.7,2.8,0,13,0,7.3,0,18,0,10.3,20,28,11.2,15.2,68,41,38.2,18.8,29,32,16.3,17.1,53,37,29.8,18.4,5,16,2.8,8.8,0,13,0,7.3,3,23,1.7,12.9,117,59,65.7,24.5,8,21,4.5,11.7,368946179.60498,143970.831978893
282,Atlanta Regional Commission,Yes,30032,3167,ZCTA,ZCTA5 30032,9253,392,402,142,4.5,1.6,4539,448,50.6,4.5,3251,358,36.2,3.7,696,169,7.8,1.9,86,83,1,0.9,0,28,0,0.3,0,40,0,0.4,28,44,0.3,0.5,374,136,4.2,1.5,1458,261,16.2,2.8,3081,365,34.3,3.8,3251,358,36.2,3.7,696,169,7.8,1.9,86,96,1,1.1,1860,297,20.7,3.2,4033,404,44.9,4,380983535.673828,130205.116401992
283,Georgia Mountains,No,30557,3445,ZCTA,ZCTA5 30557,384,124,36,55,11.7,17.3,219,106,71.3,20.3,7,9,2.3,2.7,45,61,14.7,19,0,19,0,6.2,0,19,0,6.2,0,27,0,8.8,15,36,4.9,11.6,21,41,6.8,13.2,89,55,29,13.9,130,90,42.3,24.3,7,9,2.3,2.7,45,61,14.7,19,0,38,0,12.4,125,78,40.7,19.7,52,64,16.9,19.9,1624242768.76953,394184.334413576
284,Atlanta Regional Commission,Yes,30033,3168,ZCTA,ZCTA5 30033,5023,398,58,75,1.2,1.5,1196,287,24.5,5.5,2217,342,45.4,6,1101,248,22.5,4.7,189,122,3.9,2.5,64,59,1.3,1.2,58,55,1.2,1.1,28,38,0.6,0.8,30,64,0.6,1.3,140,104,2.9,2.1,1056,268,21.6,5.2,2217,342,45.4,6,1101,248,22.5,4.7,311,146,6.4,2.9,198,128,4.1,2.6,3507,440,71.8,6.9,258469423.474854,128211.370214344
285,GM / NE,No,30558,3446,ZCTA,ZCTA5 30558,508,145,8,51,1.9,12,366,143,86.1,18.9,51,35,12,7.3,0,19,0,4.5,0,19,0,4.5,0,19,0,4.5,0,27,0,6.3,3,27,0.7,6.4,5,43,1.2,10.2,145,87,34.1,17.3,221,113,52,20.7,51,35,12,7.3,0,19,0,4.5,0,38,0,8.9,153,101,36,20.7,51,44,12,9.7,1670442470.36011,336122.987458789
286,Atlanta Regional Commission,Yes,30034,3169,ZCTA,ZCTA5 30034,6479,538,296,159,4.7,2.5,2759,473,43.7,6.5,2678,397,42.4,5.1,580,209,9.2,3.2,0,28,0,0.4,0,28,0,0.4,0,40,0,0.6,40,54,0.6,0.8,256,150,4.1,2.4,656,218,10.4,3.3,2103,420,33.3,6,2678,397,42.4,5.1,580,209,9.2,3.2,0,56,0,0.9,952,270,15.1,4.1,3258,449,51.6,5.6,478988560.643066,138077.745434691
287,Northwest Georgia,No,30559,3447,ZCTA,ZCTA5 30559,354,154,14,46,4.7,15.2,116,96,38.9,27.1,139,81,46.6,17.2,29,46,9.7,14.8,0,13,0,4.4,0,13,0,4.4,0,18,0,6.2,0,23,0,7.6,14,40,4.7,13.1,49,64,16.4,20.3,67,72,22.5,21.8,139,81,46.6,17.2,29,46,9.7,14.8,0,26,0,8.7,63,79,21.1,24.7,168,94,56.4,18.6,1387371777.07275,248720.125332089
288,Atlanta Regional Commission,Yes,30035,3170,ZCTA,ZCTA5 30035,4326,371,130,104,3,2.4,1692,322,39.6,6.7,1828,314,42.8,6.3,588,214,13.8,4.9,32,49,0.7,1.1,0,25,0,0.6,0,35,0,0.8,20,48,0.5,1.1,110,92,2.6,2.1,306,146,7.2,3.4,1386,287,32.5,6.1,1828,314,42.8,6.3,588,214,13.8,4.9,32,65,0.7,1.5,436,179,10.2,4.1,2448,383,57.3,7.4,239905345.030273,88878.411650984
289,GM / NW,No,30560,3448,ZCTA,ZCTA5 30560,264,122,2,37,1.1,19.7,49,53,26.1,23.8,117,93,62.2,34,0,13,0,6.9,20,34,10.6,17,0,13,0,6.9,0,18,0,9.8,0,23,0,12,2,29,1.1,15.6,5,23,2.7,12.4,44,48,23.4,21.4,117,93,62.2,34,0,13,0,6.9,20,41,10.6,20.8,7,44,3.7,23.2,137,100,72.9,32.4,2101879805.39185,356963.372329676
290,Georgia Mountains,No,30562,3449,ZCTA,ZCTA5 30562,146,51,20,41,14.1,28.3,122,56,85.9,25,0,18,0,12.9,0,13,0,9.2,0,13,0,9.2,0,13,0,9.2,0,18,0,12.9,0,23,0,15.9,20,34,14.1,23.4,84,48,59.2,26.1,38,30,26.8,18.8,0,18,0,12.9,0,13,0,9.2,0,26,0,18.3,104,63,73.2,35.6,0,26,0,18.3,83206016.4711914,68422.7442716556
291,Georgia Mountains,No,30563,3450,ZCTA,ZCTA5 30563,257,119,0,57,0,23.8,209,117,87.4,23.3,30,28,12.6,10.1,0,19,0,7.9,0,19,0,7.9,0,19,0,7.9,0,27,0,11.2,0,33,0,13.8,0,47,0,19.5,94,80,39.3,27.3,115,86,48.1,26.9,30,28,12.6,10.1,0,19,0,7.9,0,38,0,15.9,94,98,39.3,36.2,30,39,12.6,15.1,976924309.348145,183295.724773202
